time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20050106:0336,977,124,0,76.05,35.55,2.48,0
20050106:0436,1034,99,0,79.98,37.04,0.97,0
20050106:0536,949,123,0,71.03,37.88,1.45,0
20050106:0636,854,110,0,58.87,37.3,4.83,0
20050106:0736,701,97,0,46.21,36.06,6.83,0
20050106:0836,468,109,0,33.53,33.56,7.52,0
20050106:0936,292,66,0,21.04,30.31,6.9,0
20050106:1036,87,40,0,8.92,27.43,5.31,0
20050106:1136,0,0,0,0,25.51,4.55,0
20050106:1236,0,0,0,0,24.36,3.52,0
20050106:1336,0,0,0,0,23.36,2.9,0
20050106:1436,0,0,0,0,22.45,2.21,0
20050106:1536,0,0,0,0,21.49,2.34,0
20050106:1636,0,0,0,0,20.5,2.97,0
20050106:1736,0,0,0,0,19.72,3.1,0
20050106:1836,0,0,0,0,19.24,2.9,0
20050106:1936,0,0,0,0,18.7,2.9,0
20050106:2036,0,0,0,0,18.36,2.69,0
20050106:2136,1,0,0,2.69,18.4,2.62,1
20050106:2236,0,19,0,14.53,19.5,3.66,0
20050106:2336,0,56,0,26.71,20.97,3.86,0
20050107:0036,0,110,0,39.31,22.52,4.21,0
20050107:0136,93,414,0,52.02,23.88,4.41,0
20050107:0236,565,324,0,64.54,24.75,4.62,0
20050107:0336,692,304,0,75.89,25.36,5.03,0
20050107:0436,923,173,0,79.89,25.35,5.31,0
20050107:0536,949,123,0,71.04,25.15,5.45,0
20050107:0636,854,110,0,58.91,25.05,5.24,0
20050107:0736,663,123,0,46.25,24.53,5.1,0
20050107:0836,496,91,0,33.57,23.86,5.17,0
20050107:0936,252,92,0,21.07,22.69,5.1,0
20050107:1036,72,48,0,8.94,21.11,4.55,0
20050107:1136,0,0,0,0,19.75,3.79,0
20050107:1236,0,0,0,0,18.87,3.24,0
20050107:1336,0,0,0,0,18.25,2.97,0
20050107:1436,0,0,0,0,17.79,2.76,0
20050107:1536,0,0,0,0,17.42,2.69,0
20050107:1636,0,0,0,0,17.21,2.62,0
20050107:1736,0,0,0,0,17.04,2.55,0
20050107:1836,0,0,0,0,16.55,2.34,0
20050107:1936,0,0,0,0,16.2,2.34,0
20050107:2036,0,0,0,0,15.93,2.41,0
20050107:2136,1,0,0,2.54,16,2.48,1
20050107:2236,5,92,0,14.39,17.62,3.1,0
20050107:2336,368,198,0,26.56,19.96,2.83,0
20050108:0036,498,147,0,39.17,22.73,2.21,0
20050108:0136,690,154,0,51.88,25.21,1.59,0
20050108:0236,872,133,0,64.4,27.38,1.17,0
20050108:0336,994,111,0,75.73,29.11,1.31,0
20050108:0436,1015,111,0,79.79,30.36,2.28,0
20050108:0536,949,123,0,71.05,30.79,3.86,0
20050108:0636,441,359,0,58.94,30.79,4,0
20050108:0736,171,375,0,46.28,30.14,4.76,0
20050108:0836,0,99,0,33.6,28.75,5.03,0
20050108:0936,0,65,0,21.1,26.73,4.69,0
20050108:1036,92,37,0,8.95,25.2,3.79,0
20050108:1136,0,0,0,0,24.28,3.17,0
20050108:1236,0,0,0,0,23.46,2.83,0
20050108:1336,0,0,0,0,22.24,2.76,0
20050108:1436,0,0,0,0,21.32,1.52,0
20050108:1536,0,0,0,0,20.77,0.83,0
20050108:1636,0,0,0,0,20.18,1.31,0
20050108:1736,0,0,0,0,20.04,0.41,0
20050108:1836,0,0,0,0,20.07,0.97,0
20050108:1936,0,0,0,0,19.36,1.03,0
20050108:2036,0,0,0,0,19.48,0.83,0
20050108:2136,1,0,0,2.39,18.96,0.97,1
20050108:2236,0,19,0,14.24,20.95,0.48,0
20050108:2336,0,56,0,26.42,24.1,0.28,0
20050109:0036,141,318,0,39.03,26.19,1.24,0
20050109:0136,4,308,0,51.73,28.34,2.07,0
20050109:0236,135,485,0,64.25,29.98,3.03,0
20050109:0336,885,183,0,75.57,30.87,3.86,0
20050109:0436,323,500,0,79.68,31.2,4.41,0
20050109:0536,81,501,0,71.04,30.76,5.31,0
20050109:0636,595,274,0,58.96,30.33,6.41,0
20050109:0736,556,192,0,46.32,27.75,6.9,0
20050109:0836,0,91,0,33.63,25.55,6.69,0
20050109:0936,0,39,0,21.12,23.38,6.48,0
20050109:1036,0,22,0,8.96,21.42,5.93,0
20050109:1136,0,0,0,0,19.98,5.45,0
20050109:1236,0,0,0,0,19.14,5.38,0
20050109:1336,0,0,0,0,18.59,5.31,0
20050109:1436,0,0,0,0,18.09,5.24,0
20050109:1536,0,0,0,0,17.65,5.17,0
20050109:1636,0,0,0,0,17.23,4.76,0
20050109:1736,0,0,0,0,16.94,4.55,0
20050109:1836,0,0,0,0,16.69,4.55,0
20050109:1936,0,0,0,0,16.32,4.62,0
20050109:2036,0,0,0,0,16.04,4.62,0
20050109:2136,0,0,0,2.24,15.86,4.41,1
20050109:2236,6,91,0,14.09,16.55,4.69,0
20050109:2336,209,274,0,26.27,17.92,4.28,0
20050110:0036,446,176,0,38.88,19.87,3.59,0
20050110:0136,660,170,0,51.59,21.97,3.03,0
20050110:0236,853,144,0,64.1,23.77,2.97,0
20050110:0336,937,148,0,75.4,25.35,3.31,0
20050110:0436,958,149,0,79.56,26.4,4.34,0
20050110:0536,931,135,0,71.03,26.21,5.93,0
20050110:0636,808,141,0,58.98,24.87,6.48,0
20050110:0736,665,123,0,46.34,23.44,6.83,0
20050110:0836,453,120,0,33.65,22.12,6.48,0
20050110:0936,212,116,0,21.13,20.66,6.34,0
20050110:1036,74,48,0,8.97,19.11,5.31,0
20050110:1136,0,0,0,0,17.83,5.24,0
20050110:1236,0,0,0,0,16.92,5.24,0
20050110:1336,0,0,0,0,16.36,4.55,0
20050110:1436,0,0,0,0,15.95,3.79,0
20050110:1536,0,0,0,0,15.69,3.72,0
20050110:1636,0,0,0,0,15.63,3.86,0
20050110:1736,0,0,0,0,15.66,3.86,0
20050110:1836,0,0,0,0,16.05,4,0
20050110:1936,0,0,0,0,16.16,3.86,0
20050110:2036,0,0,0,0,16.26,3.66,0
20050110:2136,0,0,0,2.08,16.4,3.03,1
20050110:2236,38,105,0,13.94,17.63,3.79,0
20050110:2336,404,172,0,26.13,19.32,4.21,0
20050111:0036,542,114,0,38.74,21.44,4.48,0
20050111:0136,712,135,0,51.44,23.51,4.62,0
20050111:0236,852,143,0,63.94,25.52,4.41,0
20050111:0336,972,124,0,75.23,27.25,4.07,0
20050111:0436,994,125,0,79.44,28.61,3.72,0
20050111:0536,949,123,0,71.02,29.44,3.86,0
20050111:0636,856,109,0,59,29.5,4.34,0
20050111:0736,665,123,0,46.36,28.78,5.24,0
20050111:0836,480,103,0,33.67,27.05,6.14,0
20050111:0936,254,91,0,21.14,24.57,6.34,0
20050111:1036,74,48,0,8.97,22.27,5.66,0
20050111:1136,0,0,0,0,20.58,4.69,0
20050111:1236,0,0,0,0,19.73,4,0
20050111:1336,0,0,0,0,19.23,3.79,0
20050111:1436,0,0,0,0,18.79,3.59,0
20050111:1536,0,0,0,0,18.4,3.24,0
20050111:1636,0,0,0,0,18.05,3.24,0
20050111:1736,0,0,0,0,17.71,3.24,0
20050111:1836,0,0,0,0,17.34,3.03,0
20050111:1936,0,0,0,0,17.02,2.83,0
20050111:2036,0,0,0,0,16.71,2.69,0
20050111:2136,0,0,0,1.92,16.59,2.48,1
20050111:2236,25,103,0,13.79,18.71,2.34,0
20050111:2336,402,172,0,25.98,21.96,2.28,0
20050112:0036,540,114,0,38.59,25.2,1.79,0
20050112:0136,710,135,0,51.3,28.03,1.93,0
20050112:0236,850,144,0,63.79,30.09,1.86,0
20050112:0336,971,124,0,75.05,31.56,2,0
20050112:0436,957,149,0,79.3,32.62,3.38,0
20050112:0536,967,111,0,70.99,32.58,5.24,0
20050112:0636,888,88,0,59.01,30.8,6.21,0
20050112:0736,717,88,0,46.38,29.22,6.55,0
20050112:0836,499,90,0,33.68,27.55,6.55,0
20050112:0936,300,63,0,21.15,25.82,6.21,0
20050112:1036,74,48,0,8.96,23.88,5.31,0
20050112:1136,0,0,0,0,22.14,4.55,0
20050112:1236,0,0,0,0,20.91,4.14,0
20050112:1336,0,0,0,0,20.01,3.72,0
20050112:1436,0,0,0,0,19.3,3.38,0
20050112:1536,0,0,0,0,18.69,3.59,0
20050112:1636,0,0,0,0,18.09,3.86,0
20050112:1736,0,0,0,0,17.53,4.07,0
20050112:1836,0,0,0,0,16.81,4.28,0
20050112:1936,0,0,0,0,16.47,4.34,0
20050112:2036,0,0,0,0,16.4,3.93,0
20050112:2136,0,0,0,1.76,16.54,3.79,1
20050112:2236,0,18,0,13.63,17.74,4.41,0
20050112:2336,0,55,0,25.82,19.5,5.31,0
20050113:0036,0,111,0,38.44,21.21,4.76,0
20050113:0136,333,350,0,51.15,22.98,4.76,0
20050113:0236,585,307,0,63.63,24.55,5.17,0
20050113:0336,797,237,0,74.87,26.23,5.52,0
20050113:0436,751,280,0,79.16,27.43,5.86,0
20050113:0536,878,170,0,70.96,28.31,6.14,0
20050113:0636,763,171,0,59.01,28.41,6.34,0
20050113:0736,592,170,0,46.39,28.34,6.62,0
20050113:0836,454,120,0,33.69,27.73,6.62,0
20050113:0936,254,92,0,21.15,26.68,6.21,0
20050113:1036,74,48,0,8.95,25.03,5.45,0
20050113:1136,0,0,0,0,23.2,5.45,0
20050113:1236,0,0,0,0,21.56,5.59,0
20050113:1336,0,0,0,0,20.03,5.66,0
20050113:1436,0,0,0,0,18.6,5.79,0
20050113:1536,0,0,0,0,17.3,5.79,0
20050113:1636,0,0,0,0,16.19,5.72,0
20050113:1736,0,0,0,0,15.26,5.59,0
20050113:1836,0,0,0,0,14.21,5.17,0
20050113:1936,0,0,0,0,13.62,5.03,0
20050113:2036,0,0,0,0,13.19,4.83,0
20050113:2136,0,0,0,1.59,13.07,4.21,1
20050113:2236,36,101,0,13.47,13.98,5.24,0
20050113:2336,358,194,0,25.67,15.71,5.59,0
20050114:0036,505,133,0,38.29,17.88,5.38,0
20050114:0136,706,135,0,51,20.18,5.1,0
20050114:0236,847,144,0,63.47,22.45,4.76,0
20050114:0336,933,148,0,74.69,24.49,4.41,0
20050114:0436,955,150,0,79.01,26.2,4.28,0
20050114:0536,930,136,0,70.92,27.51,4.41,0
20050114:0636,856,110,0,59.01,28.02,4.69,0
20050114:0736,691,106,0,46.39,28.38,5.1,0
20050114:0836,481,103,0,33.69,28.17,5.31,0
20050114:0936,254,92,0,21.15,27.45,5.1,0
20050114:1036,59,55,0,8.93,26.02,4.07,0
20050114:1136,0,0,0,0,24.18,3.59,0
20050114:1236,0,0,0,0,22.87,3.72,0
20050114:1336,0,0,0,0,21.86,4.14,0
20050114:1436,0,0,0,0,20.86,4.55,0
20050114:1536,0,0,0,0,19.83,4.9,0
20050114:1636,0,0,0,0,18.76,5.03,0
20050114:1736,0,0,0,0,17.72,5.1,0
20050114:1836,0,0,0,0,16.23,4.9,0
20050114:1936,0,0,0,0,15.51,4.83,0
20050114:2036,0,0,0,0,14.95,4.76,0
20050114:2136,0,0,0,1.42,14.69,4.48,1
20050114:2236,109,73,0,13.31,15.65,5.24,0
20050114:2336,465,129,0,25.52,17.44,5.66,0
20050115:0036,543,107,0,38.14,19.65,5.38,0
20050115:0136,732,116,0,50.85,22,4.97,0
20050115:0236,895,110,0,63.31,24.28,4.48,0
20050115:0336,986,112,0,74.5,26.28,4.28,0
20050115:0436,992,124,0,78.85,27.88,4.21,0
20050115:0536,948,123,0,70.88,29.01,4.14,0
20050115:0636,840,120,0,59,29.82,4.48,0
20050115:0736,718,88,0,46.39,30.1,4.69,0
20050115:0836,454,120,0,33.69,29.86,4.9,0
20050115:0936,279,76,0,21.14,29.13,4.9,0
20050115:1036,59,55,0,8.91,27.76,4.07,0
20050115:1136,0,0,0,0,25.94,4.07,0
20050115:1236,0,0,0,0,24.63,4.9,0
20050115:1336,0,0,0,0,23.14,6,0
20050115:1436,0,0,0,0,21.4,6.55,0
20050115:1536,0,0,0,0,19.9,6.55,0
20050115:1636,0,0,0,0,18.68,6.55,0
20050115:1736,0,0,0,0,17.66,6.55,0
20050115:1836,0,0,0,0,16.27,6.48,0
20050115:1936,0,0,0,0,15.68,6.55,0
20050115:2036,0,0,0,0,15.31,6.76,0
20050115:2136,0,0,0,1.25,15.24,6.55,1
20050115:2236,101,75,0,13.15,16.3,6.97,0
20050115:2336,428,150,0,25.36,18.6,7.45,0
20050116:0036,540,107,0,37.99,21.45,7.24,0
20050116:0136,730,116,0,50.69,24.27,6.76,0
20050116:0236,877,121,0,63.15,26.86,6.14,0
20050116:0336,949,136,0,74.3,29.11,5.52,0
20050116:0436,1010,111,0,78.68,30.84,4.97,0
20050116:0536,947,124,0,70.82,32.05,4.69,0
20050116:0636,856,109,0,58.98,32.39,4.97,0
20050116:0736,691,106,0,46.39,32.71,4.97,0
20050116:0836,481,103,0,33.68,32.52,4.76,0
20050116:0936,300,63,0,21.12,31.91,4.48,0
20050116:1036,72,49,0,8.88,30.69,3.52,0
20050116:1136,0,0,0,0,28.75,3.31,0
20050116:1236,0,0,0,0,27.13,3.52,0
20050116:1336,0,0,0,0,25.82,3.79,0
20050116:1436,0,0,0,0,24.79,4.14,0
20050116:1536,0,0,0,0,24.01,4.55,0
20050116:1636,0,0,0,0,23.42,4.83,0
20050116:1736,0,0,0,0,23.05,5.38,0
20050116:1836,0,0,0,0,22.47,5.66,0
20050116:1936,0,0,0,0,22.31,5.72,0
20050116:2036,0,0,0,0,22.19,5.79,0
20050116:2136,0,0,0,1.08,22.17,5.79,1
20050116:2236,35,96,0,12.99,23.64,5.31,0
20050116:2336,392,170,0,25.2,26.16,6.21,0
20050117:0036,518,120,0,37.84,28.94,6.34,0
20050117:0136,687,143,0,50.54,31.63,5.86,0
20050117:0236,531,333,0,62.98,34.05,5.17,0
20050117:0336,56,493,0,74.11,36.04,4.21,0
20050117:0436,42,490,0,78.51,37.39,2.97,0
20050117:0536,0,301,0,70.76,38.2,2,0
20050117:0636,332,410,0,58.96,38.42,1.24,0
20050117:0736,207,367,0,46.38,38.29,2.48,0
20050117:0836,92,285,0,33.67,37.01,3.59,0
20050117:0936,18,163,0,21.1,34.01,3.72,0
20050117:1036,7,61,0,8.85,31.51,3.52,0
20050117:1136,0,0,0,0,29.42,2.76,0
20050117:1236,0,0,0,0,27.51,2.83,0
20050117:1336,0,0,0,0,25.85,2.48,0
20050117:1436,0,0,0,0,25.04,2.28,0
20050117:1536,0,0,0,0,24.36,1.24,0
20050117:1636,0,0,0,0,23.02,3.17,0
20050117:1736,0,0,0,0,21.74,3.38,0
20050117:1836,0,0,0,0,21.12,3.1,0
20050117:1936,0,0,0,0,20.4,3.38,0
20050117:2036,0,0,0,0,19.68,3.93,0
20050117:2136,0,0,0,0.91,19,4.28,1
20050117:2236,35.55,55.75,0,12.83,19.44,4.76,1
20050117:2336,3,217,0,25.04,20.59,5.1,0
20050118:0036,262,263,0,37.68,22.19,5.38,0
20050118:0136,584,207,0,50.38,24.09,5.59,0
20050118:0236,841,143,0,62.82,25.88,5.52,0
20050118:0336,911,159,0,73.91,27.54,5.31,0
20050118:0436,952,149,0,78.33,28.59,5.79,0
20050118:0536,929,135,0,70.69,29.13,6.07,0
20050118:0636,808,141,0,58.93,29.52,6.62,0
20050118:0736,640,139,0,46.36,29.27,6.69,0
20050118:0836,453,120,0,33.66,28.82,6.55,0
20050118:0936,253,92,0,21.08,27.81,6.41,0
20050118:1036,70,49,0,8.81,26.21,5.72,0
20050118:1136,0,0,0,0,24.52,5.66,0
20050118:1236,0,0,0,0,23.01,5.52,0
20050118:1336,0,0,0,0,21.58,5.45,0
20050118:1436,0,0,0,0,20.18,5.38,0
20050118:1536,0,0,0,0,18.89,5.03,0
20050118:1636,0,0,0,0,17.71,4.97,0
20050118:1736,0,0,0,0,16.65,5.03,0
20050118:1836,0,0,0,0,15.5,4.97,0
20050118:1936,0,0,0,0,14.55,4.9,0
20050118:2036,0,0,0,0,13.82,4.69,0
20050118:2136,0,0,0,0.73,13.35,4.69,1
20050118:2236,99,71,0,12.66,14.05,5.59,0
20050118:2336,502,98,0,24.88,15.8,5.52,0
20050119:0036,533,106,0,37.53,18.22,5.17,0
20050119:0136,710,125,0,50.23,20.8,4.76,0
20050119:0236,855,133,0,62.65,23.28,4.07,0
20050119:0336,945,136,0,73.7,25.46,3.38,0
20050119:0436,970,137,0,78.13,27.25,2.69,0
20050119:0536,946,123,0,70.61,28.56,2.21,0
20050119:0636,732,190,0,58.9,28.76,2.9,0
20050119:0736,616,154,0,46.34,29.16,3.31,0
20050119:0836,453,120,0,33.63,28.99,3.66,0
20050119:0936,253,91,0,21.05,27.71,3.93,0
20050119:1036,56,55,0,8.77,25.96,3.24,0
20050119:1136,0,0,0,0,24.25,2.76,0
20050119:1236,0,0,0,0,23.04,2.41,0
20050119:1336,0,0,0,0,22.02,2.28,0
20050119:1436,0,0,0,0,21.1,2.48,0
20050119:1536,0,0,0,0,20.4,3.1,0
20050119:1636,0,0,0,0,19.75,3.66,0
20050119:1736,0,0,0,0,19.03,4.14,0
20050119:1836,0,0,0,0,17.56,4.14,0
20050119:1936,0,0,0,0,16.77,4.21,0
20050119:2036,0,0,0,0,16.18,4.14,0
20050119:2136,0,0,0,0,15.84,4.07,0
20050119:2236,112,62,0,12.49,17.1,4.14,0
20050119:2336,490,104,0,24.72,19.71,4,0
20050120:0036,530,107,0,37.37,22.8,3.31,0
20050120:0136,735,107,0,50.07,25.49,2.28,0
20050120:0236,854,132,0,62.47,27.37,1.59,0
20050120:0336,980,111,0,73.5,28.85,2,0
20050120:0436,951,148,0,77.93,29.92,2.83,0
20050120:0536,927,135,0,70.53,30.43,3.72,0
20050120:0636,807,141,0,58.86,30.3,4.83,0
20050120:0736,640,139,0,46.31,29.69,5.24,0
20050120:0836,453,120,0,33.61,28.16,6.14,0
20050120:0936,253,91,0,21.01,25.62,6.34,0
20050120:1036,54,56,0,8.72,23.34,5.24,0
20050120:1136,0,0,0,0,21.69,4.48,0
20050120:1236,0,0,0,0,20.82,4,0
20050120:1336,0,0,0,0,20.36,3.45,0
20050120:1436,0,0,0,0,20,3.17,0
20050120:1536,0,0,0,0,19.73,3.31,0
20050120:1636,0,0,0,0,19.67,3.59,0
20050120:1736,0,0,0,0,19.51,4,0
20050120:1836,0,0,0,0,18.45,3.79,0
20050120:1936,0,0,0,0,17.61,3.79,0
20050120:2036,0,0,0,0,16.94,4,0
20050120:2136,0,0,0,0,16.54,4.14,0
20050120:2236,65,82,0,12.32,17.59,4.28,0
20050120:2336,426,142,0,24.56,20.03,4.14,0
20050121:0036,498,126,0,37.21,23.07,3.45,0
20050121:0136,692,134,0,49.91,26.03,2.28,0
20050121:0236,836,142,0,62.3,28.43,1.31,0
20050121:0336,942,136,0,73.29,30.16,2.21,0
20050121:0436,914,172,0,77.73,31.14,3.52,0
20050121:0536,892,158,0,70.44,31.55,4.41,0
20050121:0636,806,142,0,58.81,31.19,5.1,0
20050121:0736,664,123,0,46.28,30.43,5.66,0
20050121:0836,479,103,0,33.57,28.88,6.14,0
20050121:0936,247,94,0,20.97,26.7,5.93,0
20050121:1036,66,49,0,8.67,24.46,4.9,0
20050121:1136,0,0,0,0,22.69,4.21,0
20050121:1236,0,0,0,0,21.7,3.79,0
20050121:1336,0,0,0,0,21.14,3.38,0
20050121:1436,0,0,0,0,20.81,3.03,0
20050121:1536,0,0,0,0,20.71,3.03,0
20050121:1636,0,0,0,0,20.67,3.24,0
20050121:1736,0,0,0,0,20.41,3.59,0
20050121:1836,0,0,0,0,19.47,4.14,0
20050121:1936,0,0,0,0,18.7,4.48,0
20050121:2036,0,0,0,0,18.03,4.69,0
20050121:2136,0,0,0,0,17.68,4.76,0
20050121:2236,75,77,0,12.15,18.81,4.76,0
20050121:2336,449,126,0,24.4,21.35,4.9,0
20050122:0036,496,125,0,37.06,24.52,4.14,0
20050122:0136,703,125,0,49.75,27.6,3.03,0
20050122:0236,850,132,0,62.12,30.35,2.14,0
20050122:0336,941,135,0,73.07,32.49,1.79,0
20050122:0436,949,148,0,77.51,33.95,2.28,0
20050122:0536,427,427,0,70.34,34.69,3.1,0
20050122:0636,138,460,0,58.76,34.3,4.34,0
20050122:0736,339,312,0,46.24,33.8,5.03,0
20050122:0836,515,79,0,33.53,32.85,5.24,0
20050122:0936,292,66,0,20.93,31.26,5.17,0
20050122:1036,88,37,0,8.61,29.07,4.34,0
20050122:1136,0,0,0,0,27.39,4,0
20050122:1236,0,0,0,0,26.78,3.52,0
20050122:1336,0,0,0,0,26.52,3.38,0
20050122:1436,0,0,0,0,26.5,3.93,0
20050122:1536,0,0,0,0,26.36,4.9,0
20050122:1636,0,0,0,0,25.52,5.72,0
20050122:1736,0,0,0,0,24.31,6.14,0
20050122:1836,0,0,0,0,23.09,6,0
20050122:1936,0,0,0,0,22.37,5.86,0
20050122:2036,0,0,0,0,21.77,5.93,0
20050122:2136,0,0,0,0,21.37,6,0
20050122:2236,54,83,0,11.98,22.3,5.45,0
20050122:2336,380,166,0,24.24,24.79,6.14,0
20050123:0036,513,112,0,36.9,27.93,5.86,0
20050123:0136,688,133,0,49.58,31.3,5.03,0
20050123:0236,864,122,0,61.95,34.32,3.79,0
20050123:0336,939,136,0,72.85,36.61,2.34,0
20050123:0436,948,148,0,77.29,37.96,0.69,0
